Geographic Area Name,CBSA Code,Metropolitan/Micropolitan Statistical Area,States,Population,Population change in latest year,2020 Population,2021 Population,2022 Population,2023 Population,2020 Net Population Change,2021 Net Population Change,2022  Net Population Change,2023  Net Population Change,2020 Births,2021 Births,2022 Births,2023 Births,2020 Deaths,2021 Deaths,2022 Deaths,2023 Deaths,Natural Change 2020,Natural Change 2021,Natural Change 2022,Natural Change 2023,International Migration 2020,International Migration 2021,International Migration 2022,International Migration 2023,Domestic Migration 2020,Domestic Migration 2021,Domestic Migration 2022,Domestic Migration 2023,Net Migration 2020,Net Migration 2021,Net Migration 2022,Net Migration 2023,Residual 2020,Residual 2021,Residual 2022,Residual 2023
"Vallejo, CA",46700,Metropolitan Statistical Area,CA,449218,0.000741838,452723,450653,448885,449218,-768,-2070,-1768,333,1209,4911,4960,4792,950,3995,4007,3819,259,916,953,973,0,315,1101,1312,-991,-3420,-3754,-1965,-991,-3105,-2653,-653,-36,119,-68,13
"Van Wert, OH",46780,Micropolitan Statistical Area,OH,28704,-0.00347174,28916,28784,28804,28704,-15,-132,20,-100,89,313,337,339,87,372,402,361,2,-59,-65,-22,0,7,25,26,-20,-96,75,-105,-20,-89,100,-79,3,16,-15,1
"Vermillion, SD",46820,Micropolitan Statistical Area,SD,15431,0.008496177,15000,15165,15301,15431,33,165,136,130,25,134,131,137,20,111,114,113,5,23,17,24,0,19,61,23,23,115,61,83,23,134,122,106,5,8,-3,0
"Vernal, UT",46860,Micropolitan Statistical Area,UT,37747,0.017329668,35672,36229,37104,37747,60,557,875,643,144,535,490,497,63,338,327,318,81,197,163,179,0,12,22,50,-30,336,669,413,-30,348,691,463,9,12,21,1
"Vernon, TX",46900,Micropolitan Statistical Area,TX,12522,-0.001037096,12842,12703,12535,12522,-46,-139,-168,-13,36,157,179,184,47,211,198,191,-11,-54,-19,-7,0,7,10,10,-32,-94,-160,-16,-32,-87,-150,-6,-3,2,1,0
"Vicksburg, MS",46980,Micropolitan Statistical Area,MS,42298,-0.007904304,44544,43430,42635,42298,-171,-1114,-795,-337,121,484,506,501,141,699,652,582,-20,-215,-146,-81,1,14,26,70,-139,-882,-689,-328,-138,-868,-663,-258,-13,-31,14,2
"Victoria, TX",47020,Metropolitan Statistical Area,TX,98808,0.006252928,98331,98029,98194,98808,-7,-302,165,614,296,1217,1328,1367,249,1202,1203,1103,47,15,125,264,0,7,37,48,-75,-353,60,298,-75,-346,97,346,21,29,-57,4
"Vidalia, GA",47080,Micropolitan Statistical Area,GA,35801,0.00973037,35654,35493,35456,35801,18,-161,-37,345,127,467,487,491,121,599,569,516,6,-132,-82,-25,2,20,44,73,7,-65,14,296,9,-45,58,369,3,16,-13,1
"Vincennes, IN",47180,Micropolitan Statistical Area,IN,36070,0.005407515,36256,35976,35876,36070,-33,-280,-100,194,93,416,403,411,116,567,510,471,-23,-151,-107,-60,0,16,72,84,-17,-164,-43,171,-17,-148,29,255,7,19,-22,-1
"Vineland, NJ",47220,Metropolitan Statistical Area,NJ,152326,0.006468579,153719,152083,151347,152326,-441,-1636,-736,979,424,1779,1830,1857,538,1908,1834,1717,-114,-129,-4,140,3,93,270,447,-326,-1588,-999,382,-323,-1495,-729,829,-4,-12,-3,10
"Vineyard Haven, MA",47240,Micropolitan Statistical Area,MA,20819,-0.006821868,20593,21127,20962,20819,-12,534,-165,-143,45,172,183,177,47,161,172,173,-2,11,11,4,0,28,154,176,-12,514,-334,-324,-12,542,-180,-148,2,-19,4,1
"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,Metropolitan Statistical Area,VA-NC,1787169,0.000996421,1781712,1785531,1785390,1787169,1650,3819,-141,1779,5163,20914,21168,21017,3984,18175,18590,16986,1179,2739,2578,4031,37,1480,3938,3029,56,-784,-6487,-5206,93,696,-2549,-2177,378,384,-170,-75
"Visalia, CA",47300,Metropolitan Statistical Area,CA,479468,0.003314612,473914,477176,477884,479468,798,3262,708,1584,1600,6583,6846,6746,919,4164,3977,3712,681,2419,2869,3034,0,46,219,616,-46,423,-2273,-2119,-46,469,-2054,-1503,163,374,-107,53
"Wabash, IN",47340,Micropolitan Statistical Area,IN,30670,-0.005576811,30934,30893,30842,30670,-47,-41,-51,-172,75,294,315,313,99,535,543,504,-24,-241,-228,-191,0,4,9,11,-25,183,184,8,-25,187,193,19,2,13,-16,0
"Waco, TX",47380,Metropolitan Statistical Area,TX,304865,0.010072062,296405,299333,301825,304865,617,2928,2492,3040,879,3516,3888,3994,731,3486,3441,3042,148,30,447,952,2,110,389,413,395,2718,1727,1663,397,2828,2116,2076,72,70,-71,12
"Wahpeton, ND-MN",47420,Micropolitan Statistical Area,ND-MN,22864,-0.002965289,23013,22968,22932,22864,-28,-45,-36,-68,63,227,244,215,59,232,226,227,4,-5,18,-12,0,-1,-8,-8,-33,-47,-36,-48,-33,-48,-44,-56,1,8,-10,0
"Walla Walla, WA",47460,Metropolitan Statistical Area,WA,61568,-0.004607699,62623,62211,61853,61568,38,-412,-358,-285,130,603,559,553,151,650,745,728,-21,-47,-186,-175,2,75,156,85,46,-433,-324,-197,48,-358,-168,-112,11,-7,-4,2
"Wapakoneta, OH",47540,Micropolitan Statistical Area,OH,46050,0.002263527,46472,46255,45946,46050,45,-217,-309,104,140,532,521,522,130,622,611,548,10,-90,-90,-26,0,4,3,6,22,-155,-213,127,22,-151,-210,133,13,24,-9,-3
"Warner Robins, GA",47580,Metropolitan Statistical Area,GA,200779,0.01270043,192392,195473,198261,200779,764,3081,2788,2518,541,2284,2299,2343,446,2043,2067,1816,95,241,232,527,2,85,118,135,653,2748,2434,1862,655,2833,2552,1997,14,7,4,-6
"Warren, PA",47620,Micropolitan Statistical Area,PA,37572,-0.006504839,38511,38161,37818,37572,-74,-350,-343,-246,65,375,359,354,125,614,689,637,-60,-239,-330,-283,0,2,10,11,-17,-128,0,27,-17,-126,10,38,3,15,-23,-1
"Warrensburg, MO",47660,Micropolitan Statistical Area,MO,54962,0.009421661,54031,54194,54449,54962,21,163,255,513,193,690,709,712,119,532,544,494,74,158,165,218,5,17,120,112,-78,-53,3,181,-73,-36,123,293,20,41,-33,2
"Warsaw, IN",47700,Micropolitan Statistical Area,IN,80364,-0.002482498,80141,80237,80564,80364,-92,96,327,-200,240,889,925,903,173,916,935,850,67,-27,-10,53,2,89,127,133,-161,-20,252,-390,-159,69,379,-257,0,54,-42,4
"Washington Court House, OH",47920,Micropolitan Statistical Area,OH,28817,-0.000520255,28975,28934,28832,28817,27,-41,-102,-15,86,314,334,337,95,405,447,416,-9,-91,-113,-79,0,7,19,24,29,27,10,40,29,34,29,64,7,16,-18,0
"Washington, IN",47780,Micropolitan Statistical Area,IN,33656,0.00477669,33357,33396,33496,33656,-23,39,100,160,100,538,535,532,92,402,353,338,8,136,182,194,0,39,102,112,-37,-150,-182,-151,-37,-111,-80,-39,6,14,-2,5
"Washington, NC",47820,Micropolitan Statistical Area,NC,44481,0.001824324,44694,44462,44400,44481,35,-232,-62,81,118,454,446,443,138,721,719,683,-20,-267,-273,-240,0,4,20,25,53,13,213,295,53,17,233,320,2,18,-22,1
"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,Metropolitan Statistical Area,DC-VA-MD-WV,6304975,0.006237581,6260311,6258549,6265891,6304975,-18283,-1762,7342,39084,18183,71296,72637,71195,13242,42103,41831,38614,4941,29193,30806,32581,1058,16940,44806,47590,-21505,-47659,-68990,-41082,-20447,-30719,-24184,6508,-2777,-236,720,-5
"Waterbury-Shelton, CT",47930,Metropolitan Statistical Area,CT,456128,0.005595361,449285,452281,453590,456128,-1150,2996,1309,2538,1047,4287,4447,4388,1524,4490,4503,4215,-477,-203,-56,173,22,516,1428,1370,-674,2450,196,1016,-652,2966,1624,2386,-21,233,-259,-21
"Waterloo-Cedar Falls, IA",47940,Metropolitan Statistical Area,IA,168162,0.002988173,168388,168052,167661,168162,-71,-336,-391,501,533,1962,1998,2020,466,1949,1937,1757,67,13,61,263,7,235,569,400,-176,-652,-972,-157,-169,-417,-403,243,31,68,-49,-5
"Watertown, SD",47980,Micropolitan Statistical Area,SD,28971,0.008177895,28351,28484,28736,28971,30,133,252,235,79,299,325,326,62,330,284,268,17,-31,41,58,3,20,19,41,3,129,197,136,6,149,216,177,7,15,-5,0
"Watertown-Fort Atkinson, WI",48020,Micropolitan Statistical Area,WI,85743,0.000209974,86208,85782,85725,85743,47,-426,-57,18,216,774,796,789,181,883,926,858,35,-109,-130,-69,0,2,60,94,-16,-349,61,-9,-16,-347,121,85,28,30,-48,2
"Watertown-Fort Drum, NY",48060,Metropolitan Statistical Area,NY,114787,-0.005837469,116069,116902,115461,114787,-642,833,-1441,-674,495,1741,1858,1856,244,973,1076,1023,251,768,782,833,6,18,217,273,-810,5,-2504,-1772,-804,23,-2287,-1499,-89,42,64,-8
"Wausau, WI",48140,Metropolitan Statistical Area,WI,138612,0.004762423,138078,137755,137955,138612,52,-323,200,657,362,1401,1427,1437,278,1428,1495,1366,84,-27,-68,71,0,31,152,258,-68,-399,199,338,-68,-368,351,596,36,72,-83,-10
"Waycross, GA",48180,Micropolitan Statistical Area,GA,56668,0.01579221,55976,55520,55787,56668,14,-456,267,881,177,679,690,712,202,940,931,823,-25,-261,-241,-111,0,2,20,33,21,-183,501,954,21,-181,521,987,18,-14,-13,5
"Waynesville, NC",48200,Micropolitan Statistical Area,NC,62969,0.005653597,62218,62522,62615,62969,130,304,93,354,125,507,524,519,203,986,1029,964,-78,-479,-505,-445,0,15,15,18,226,779,569,775,226,794,584,793,-18,-11,14,6
"Weatherford, OK",48220,Micropolitan Statistical Area,OK,39002,0.005854288,39352,39074,38775,39002,-92,-278,-299,227,128,465,474,474,118,546,506,483,10,-81,-32,-9,0,11,12,25,-94,-217,-280,212,-94,-206,-268,237,-8,9,1,-1
"Weirton-Steubenville, WV-OH",48260,Metropolitan Statistical Area,WV-OH,113544,-0.005927106,116692,115748,114221,113544,-200,-944,-1527,-677,241,1003,1012,937,410,2135,2144,1914,-169,-1132,-1132,-977,0,7,54,37,-50,135,-407,270,-50,142,-353,307,19,46,-42,-7
"Wenatchee-East Wenatchee, WA",48300,Metropolitan Statistical Area,WA,124795,0.004297406,122267,123615,124261,124795,253,1348,646,534,345,1248,1307,1299,260,1115,1274,1227,85,133,33,72,1,97,433,172,145,1108,232,288,146,1205,665,460,22,10,-52,2
"West Plains, MO",48460,Micropolitan Statistical Area,MO,40735,0.002757059,39799,40016,40623,40735,50,217,607,112,114,478,444,445,136,642,668,624,-22,-164,-224,-179,0,0,-6,-8,63,372,815,301,63,372,809,293,9,9,22,-2
"Wheeling, WV-OH",48540,Metropolitan Statistical Area,WV-OH,135517,-0.00810979,139127,137909,136625,135517,-393,-1218,-1284,-1108,318,1247,1200,1128,483,2339,2353,2042,-165,-1092,-1153,-914,1,22,49,32,-226,-236,-120,-228,-225,-214,-71,-196,-3,88,-60,2
"Whitewater-Elkhorn, WI",48580,Micropolitan Statistical Area,WI,105822,0.001495306,105323,105296,105664,105822,92,-27,368,158,225,861,910,913,241,1154,1147,1054,-16,-293,-237,-141,0,4,50,109,76,188,603,190,76,192,653,299,32,74,-48,0
"Wichita Falls, TX",48660,Metropolitan Statistical Area,TX,149947,0.002533964,148433,149086,149568,149947,297,653,482,379,403,1757,1894,1947,377,2073,2020,1796,26,-316,-126,151,22,62,214,251,222,830,471,-22,244,892,685,229,27,77,-77,-1
"Wichita, KS",48620,Metropolitan Statistical Area,KS,652939,0.005005487,648526,648514,649687,652939,919,-12,1173,3252,2011,7607,7835,7930,1566,7410,7561,6653,445,197,274,1277,41,433,1124,766,241,-992,143,1190,282,-559,1267,1956,192,350,-368,19
"Wildwood-The Villages, FL",48680,Metropolitan Statistical Area,FL,151565,0.046958216,130290,134870,144767,151565,545,4580,9897,6798,105,483,532,541,573,2598,2830,2530,-468,-2115,-2298,-1989,2,32,51,104,1176,7073,11472,8684,1178,7105,11523,8788,-165,-410,672,-1
"Williamsport, PA",48700,Metropolitan Statistical Area,PA,112724,-0.002742538,114125,113561,113034,112724,-64,-564,-527,-310,285,1164,1011,934,341,1613,1584,1436,-56,-449,-573,-502,1,45,106,100,-31,-221,7,89,-30,-176,113,189,22,61,-67,3
"Williston, ND",48780,Micropolitan Statistical Area,ND,39113,0.030211242,41182,38499,37966,39113,237,-2683,-533,1147,199,682,639,620,43,223,246,245,156,459,393,375,2,34,34,81,73,-2988,-990,690,75,-2954,-956,771,6,-188,30,1
"Willmar, MN",48820,Micropolitan Statistical Area,MN,43813,0.000959539,43722,43809,43771,43813,-4,87,-38,42,160,521,528,527,97,478,458,438,63,43,70,89,1,85,219,213,-71,-72,-318,-261,-70,13,-99,-48,3,31,-9,1
"Wilmington, NC",48900,Metropolitan Statistical Area,NC,467337,0.028493145,425133,437882,454390,467337,2532,12749,16508,12947,885,3810,4032,4014,1110,5046,5351,4919,-225,-1236,-1319,-905,8,154,415,459,3070,14504,16386,13342,3078,14658,16801,13801,-321,-673,1026,51
"Wilmington, OH",48940,Micropolitan Statistical Area,OH,41938,0.001145858,42028,42115,41890,41938,6,87,-225,48,130,489,469,484,126,559,590,556,4,-70,-121,-72,0,33,69,85,-10,95,-152,35,-10,128,-83,120,12,29,-21,0
"Wilson, NC",48980,Micropolitan Statistical Area,NC,78970,0.008479555,78804,78241,78306,78970,15,-563,65,664,233,852,887,887,278,1172,1178,1074,-45,-320,-291,-187,0,30,54,61,33,-312,335,789,33,-282,389,850,27,39,-33,1
"Winchester, TN",49010,Micropolitan Statistical Area,TN,44654,0.012126295,42845,43196,44119,44654,75,351,923,535,95,430,436,438,120,686,664,599,-25,-256,-228,-161,0,15,32,58,96,595,1069,635,96,610,1101,693,4,-3,50,3
"Winchester, VA-WV",49020,Metropolitan Statistical Area,VA-WV,147260,0.007760426,142984,145411,146126,147260,348,2427,715,1134,372,1505,1480,1488,326,1663,1716,1566,46,-158,-236,-78,1,127,264,155,308,2493,733,1064,309,2620,997,1219,-7,-35,-46,-7
"Winnemucca, NV",49080,Micropolitan Statistical Area,NV,17136,-0.009250694,17271,17632,17296,17136,-13,361,-336,-160,55,212,210,198,39,147,205,202,16,65,5,-4,0,6,21,7,-27,293,-372,-162,-27,299,-351,-155,-2,-3,10,-1
"Winona, MN",49100,Micropolitan Statistical Area,MN,49721,0.005094099,49647,49788,49469,49721,-19,141,-319,252,133,466,388,336,120,450,447,431,13,16,-59,-95,1,33,98,107,-42,55,-344,236,-41,88,-246,343,9,37,-14,4
"Winston-Salem, NC",49180,Metropolitan Statistical Area,NC,695630,0.009917262,677134,682646,688799,695630,1148,5512,6153,6831,1833,7133,7545,7505,1847,8334,8632,7900,-14,-1201,-1087,-395,13,441,992,1162,1024,6081,6338,6054,1037,6522,7330,7216,125,191,-90,10
"Wisconsin Rapids-Marshfield, WI",49220,Micropolitan Statistical Area,WI,73939,0.002182222,74199,74005,73778,73939,-16,-194,-227,161,193,718,696,693,194,1036,1096,1008,-1,-318,-400,-315,0,9,57,90,-26,59,160,391,-26,68,217,481,11,56,-44,-5
"Woodward, OK",49260,Micropolitan Statistical Area,OK,19947,-0.003397452,20412,20241,20015,19947,-65,-171,-226,-68,63,225,215,211,57,261,256,241,6,-36,-41,-30,0,10,8,16,-67,-149,-191,-55,-67,-139,-183,-39,-4,4,-2,1
"Wooster, OH",49300,Micropolitan Statistical Area,OH,116510,-0.000360354,116923,116175,116552,116510,23,-748,377,-42,358,1365,1406,1410,343,1422,1527,1346,15,-57,-121,64,1,52,125,152,-25,-751,411,-265,-24,-699,536,-113,32,8,-38,7
"Worcester, MA",49340,Metropolitan Statistical Area,MA,866866,0.004627564,859669,862224,862873,866866,-2447,2555,649,3993,2116,8262,8641,8559,2665,7454,7988,7661,-549,808,653,898,98,1542,4210,4905,-1869,-469,-3952,-1860,-1771,1073,258,3045,-127,674,-262,50
"Worthington, MN",49380,Micropolitan Statistical Area,MN,21727,-0.010520084,22205,22070,21958,21727,-84,-135,-112,-231,84,376,359,309,46,213,190,183,38,163,169,126,2,70,136,135,-114,-362,-430,-492,-112,-292,-294,-357,-10,-6,13,0
"Yakima, WA",49420,Metropolitan Statistical Area,WA,256643,-0.001462927,256733,256719,257019,256643,-5,-14,300,-376,931,3360,3433,3341,682,2375,2588,2462,249,985,845,879,32,395,1009,316,-328,-1494,-1494,-1583,-296,-1099,-485,-1267,42,100,-60,12
"Yankton, SD",49460,Micropolitan Statistical Area,SD,23517,0.00448488,23286,23353,23412,23517,-27,67,59,105,66,247,244,243,65,250,269,245,1,-3,-25,-2,0,0,51,25,-27,56,47,81,-27,56,98,106,-1,14,-14,1
"York-Hanover, PA",49620,Metropolitan Statistical Area,PA,464640,0.00778876,456720,459183,461049,464640,279,2463,1866,3591,1089,4783,4862,4812,1151,5299,5249,4706,-62,-516,-387,106,10,251,607,612,167,2491,1864,2889,177,2742,2471,3501,164,237,-218,-16
"Youngstown-Warren, OH",49660,Metropolitan Statistical Area,OH,425969,-0.001591476,429690,428101,426648,425969,-986,-1589,-1453,-679,1049,4307,4340,4353,1743,6837,6970,6051,-694,-2530,-2630,-1698,2,81,300,329,-344,618,1116,699,-342,699,1416,1028,50,242,-239,-9
"Yuba City, CA",49700,Metropolitan Statistical Area,CA,183670,0.004089175,181437,182379,182922,183670,223,942,543,748,581,2343,2443,2358,373,1740,1752,1691,208,603,691,667,5,113,343,437,8,201,-490,-362,13,314,-147,75,2,25,-1,6
"Yuma, AZ",49740,Metropolitan Statistical Area,AZ,213221,0.02081159,205659,207284,208874,213221,657,1625,1590,4347,646,2841,2903,2869,572,2450,2129,1918,74,391,774,951,24,445,1178,999,560,706,-365,2382,584,1151,813,3381,-1,83,3,15
